timestamp,order_id,symbol,side,type,price,quantity,status,time_in_force,filled_qty,avg_fill_price
1770373350754,15c032b0-9993-43db-9b13-85f566bd6771,DOGEUSDT,BUY,ENTRY,0.09331,523,SENT,,,
1770373351845,b471ce25-ea62-434f-9a0e-6f48b5d7f8cb,ETHUSDT,BUY,ENTRY,1958.56,0.03,SENT,,,
1770373351845,b471ce25-ea62-434f-9a0e-6f48b5d7f8cb,ETHUSDT,BUY,Limit,1958.56,0.03,FILLED,,,
1770373353605,f9c8965d-57bf-4384-8590-f0dac8ea0aee,SOLUSDT,SELL,ENTRY,84.58,0.4,SENT,,,
1770373353606,15c032b0-9993-43db-9b13-85f566bd6771,DOGEUSDT,BUY,Limit,0.09331,523.0,FILLED,,,
1770373358646,734456ce-0c74-43ba-9b88-6a5232e23dc0,ETHUSDT,SELL,Market,1880.23,0.03,FILLED,,,
1770373359474,f9c8965d-57bf-4384-8590-f0dac8ea0aee,SOLUSDT,SELL,Limit,84.58,0.4,FILLED,,,
1770373376672,f6d4e4ae-a032-4c2d-8b42-40af8a6d9e65,XRPUSDT,SELL,ENTRY,1.3428,28,SENT,,,
1770373378697,f6d4e4ae-a032-4c2d-8b42-40af8a6d9e65,XRPUSDT,SELL,Limit,1.3428,28.0,FILLED,,,
1770373400654,a7091296-5dcc-454b-990d-7eea446b8da2,SOLUSDT,SELL,ENTRY,81.02,0.4,SENT,,,
1770373401403,b5b6c6fa-0312-46c0-950d-78515ce50cb7,SOLUSDT,BUY,Market,81.02,0.4,FILLED,,,
1770373403462,a7091296-5dcc-454b-990d-7eea446b8da2,SOLUSDT,SELL,Limit,81.02,0.4,FILLED,,,
1770373445777,6862647f-4935-4ed1-8fa5-3eb4baf52b9e,DOGEUSDT,SELL,ENTRY,0.09154,502,SENT,,,
1770373445778,6862647f-4935-4ed1-8fa5-3eb4baf52b9e,DOGEUSDT,SELL,Limit,0.09154,502.0,FILLED,,,
1770373451093,d0995d9f-4207-4a30-9da0-d86a528aa145,XRPUSDT,BUY,ENTRY,1.3486,28,SENT,,,
1770373455106,4449ba01-4649-4e9b-a4d6-3258d258e053,SOLUSDT,BUY,ENTRY,80.73,0.5,SENT,,,
1770373455106,f2b4922a-37e0-49ac-b4e1-a111f76cd30c,DOGEUSDT,SELL,Market,0.09006,21.0,FILLED,,,
1770373459474,4449ba01-4649-4e9b-a4d6-3258d258e053,SOLUSDT,BUY,Limit,80.73,0.5,FILLED,,,
1770373459685,d0995d9f-4207-4a30-9da0-d86a528aa145,XRPUSDT,BUY,Limit,1.3486,28.0,FILLED,,,
